Description,Price,cumsum_price,cumsum_perc,cumperc
CLAM SHELL LARGE,56.91,1219512.5600000063,96.78077368745602,96.78077368745602
MIRROR MOSAIC VOTIVE HOLDER,56.900000000000006,1219569.4600000062,96.78528928344366,96.78528928344366
"DECORATION , WOBBLY CHICKEN, METAL ",56.9,1219626.3600000062,96.7898048794313,96.7898048794313
CARD CIRCUS PARADE,56.879999999999995,1219683.240000006,96.79431888821472,96.79431888821472
LOVELY BONBON STICKER SHEET,56.82,1219740.060000006,96.7988281353855,96.7988281353855
SET/6 PINK BIRD T-LIGHT CANDLES,56.74,1219796.800000006,96.80333103373944,96.80333103373944
BEADED PEARL HEART WHITE ON STICK,56.7,1219853.500000006,96.80783075768494,96.80783075768494
VINTAGE KEEPSAKE BOX TRAVELOGUE,56.65,1219910.150000006,96.81232651361991,96.81232651361991
MAGIC DRAWING SLATE BAKE A CAKE ,56.46,1219966.610000006,96.81680719111485,96.81680719111485
LIPSTICK PEN FUSCHIA,56.46,1220023.070000006,96.8212878686098,96.8212878686098
IVORY PAPER CUP CAKE CASES ,56.290000000000006,1220079.360000006,96.82575505486892,96.82575505486892
"FLOWER FAIRY MUG+COASTER,LAVENDER",56.25,1220248.110000006,96.83914709042102,96.83021906671962
BLUE GEISHA GIRL ,56.25,1220135.610000006,96.83021906671962,96.83468307857032
GREEN FLORAL FELTCRAFT SHOULDER BAG,56.25,1220191.860000006,96.83468307857032,96.83914709042102
BLACK STITCHED WALL CLOCK,56.25,1220304.360000006,96.84361110227174,96.84361110227174
WHITE HEART CONFETTI IN TUBE,56.099999999999994,1220360.460000006,96.84806321009084,96.84806321009084
CAROUSEL DES CHILD'S APRON,56.099999999999994,1220416.560000006,96.85251531790995,96.85251531790995
BIRDCAGE DECORATION TEALIGHT HOLDER,56.06,1220472.6200000062,96.85696425132062,96.85696425132062
PINK  POLKADOT CUP,55.97,1220528.5900000061,96.86140604231234,96.86140604231234
FAIRY CAKES NOTEBOOK A7 SIZE,55.86,1220584.4500000062,96.86583910368087,96.86583910368087
SNOWSTORM PHOTO FRAME FRIDGE MAGNET,55.839999999999996,1220640.2900000063,96.8702705778452,96.8702705778452
MINT GREEN ROSE TOWEL,55.800000000000004,1220696.0900000064,96.8746988776011,96.8746988776011
LOUVRE CHALKBOARD,55.75,1220751.8400000064,96.87912320934647,96.87912320934647
PORCELAIN ROSE SMALL,55.71,1220807.5500000063,96.88354436668341,96.88354436668341
"FLOWER GLASS GARLAND NECKL.36""GREEN",55.65,1220863.2000000062,96.88796076240769,96.88796076240769
GLASS SPHERE CANDLE STAND LARGE ,55.55,1220918.7500000063,96.89236922211091,96.89236922211091
BLUE SPOTTY LUGGAGE TAG ,55.53,1220974.2800000063,96.89677609460993,96.89677609460993
FLORAL DINOSAUR GREEN,55.25,1221029.5300000063,96.90116074624996,96.90116074624996
TEA PARTY  WRAPPING PAPER ,55.199999999999996,1221084.7300000063,96.90554142987943,96.90554142987943
JASMINE TEA INCENSE IN TIN,55.05,1221139.7800000063,96.90991020947732,96.90991020947732
PACK OF 20 FAIRY CAKE PAPER NAPKINS,55.04,1221194.8200000064,96.91427819547312,96.91427819547312
GOLD WINE GOBLET,55.0,1221249.8200000064,96.91864300706047,96.91864300706047
MIXED NUTS LIGHT GREEN BOWL,55.0,1221414.8200000064,96.93173744182252,96.92300781864782
SMALL TALL CAMPHOR WOOD TOADSTOOL,55.0,1221304.8200000064,96.92300781864782,96.92737263023517
SET/4 BADGES DOGS,55.0,1221359.8200000064,96.92737263023517,96.93173744182252
BLUE NEW BAROQUE FLOCK CANDLESTICK,54.96000000000001,1221469.7800000063,96.93609907900145,96.93609907900145
LARGE TORTILLA DESIGN RED BOWL,54.9,1221524.6800000062,96.94045595456771,96.94045595456771
GREEN MINI TAPE MEASURE ,54.73,1221579.4100000062,96.94479933889819,96.94479933889819
CHARLIE+LOLA MY ROOM DOOR SIGN,54.69,1221634.1000000061,96.94913954882023,96.94913954882023
JINGLE BELLS TREE DECORATION,54.650000000000006,1221688.750000006,96.95347658433383,96.95347658433383
JADE DROP EARRINGS W FILIGREE,54.45,1221743.200000006,96.9577977478053,96.9577977478053
FOLDING UMBRELLA CHOCOLATE POLKADOT,54.45,1221797.650000006,96.96211891127679,96.96211891127679
PINK CRYSTAL+GLASS BRACELET,54.45,1221852.100000006,96.96644007474826,96.96644007474826
S/12 MINI RABBIT EASTER,54.449999999999996,1221906.5500000059,96.97076123821974,96.97076123821974
GROW A FLYTRAP OR SUNFLOWER IN TIN,54.43,1221960.9800000058,96.97508081448699,96.97508081448699
ROSES IN WHITE HEART CANDLE ,54.34,1222015.320000006,96.97939324833531,96.97939324833531
TOOTHPASTE TUBE PEN,54.300000000000004,1222069.620000006,96.98370250777519,96.98370250777519
BLUE POLKADOT CUP,54.269999999999996,1222123.890000006,96.98800938640875,96.98800938640875
BEADED CRYSTAL HEART PINK LARGE,54.25,1222178.140000006,96.99231467783808,96.99231467783808
"FEATHER PEN,LIGHT PINK",54.01,1222232.150000006,96.99660092281687,96.99660092281687
TURQ ICE CREAM BUM BAG ,53.949999999999996,1222286.100000006,97.00088240618301,97.00088240618301
BLUE  SPOTTY  COFFEE MUG,53.900000000000006,1222340.0000000058,97.0051599215386,97.0051599215386
RETRO PLASTIC 70'S TRAY,53.89,1222393.8900000057,97.00943664329209,97.00943664329209
POTTING SHED SEED TIN,53.8,1222447.6900000058,97.01370622262664,97.01370622262664
BLUE HEART COMPACT MIRROR,53.75,1222501.4400000058,97.01797183395064,97.01797183395064
BLUE SQUARE COMPACT MIRROR,53.75,1222555.1900000058,97.02223744527464,97.02223744527464
EMPIRE DESIGN ROSETTE,53.75,1222608.9400000058,97.02650305659864,97.02650305659864
CHRISTMAS MUSICAL ZINC STAR,53.62,1222662.5600000059,97.03075835109527,97.03075835109527
PINK B'FLY C/COVER W BOBBLES,53.550000000000004,1222716.110000006,97.03500809037713,97.03500809037713
COPPER/OLIVE GREEN FLOWER NECKLACE,53.550000000000004,1222876.760000006,97.04775730822276,97.03925782965902
PINK DOG CANNISTER,53.550000000000004,1222769.660000006,97.03925782965902,97.0435075689409
RUBY GLASS CLUSTER BRACELET,53.550000000000004,1222823.210000006,97.0435075689409,97.04775730822276
TURQUOISE HEART OF GLASS BRACELET,53.550000000000004,1222930.310000006,97.05200704750463,97.05200704750463
12 PINK HEN+CHICKS IN BASKET,53.55,1222983.8600000062,97.0562567867865,97.0562567867865
MADRAS NOTEBOOK MEDIUM,53.55,1223037.4100000062,97.06050652606837,97.06050652606837
PINK PILLAR CANDLE SILVER FLOCK,53.45,1223090.8600000062,97.06474832932916,97.06474832932916
72 CAKE CASES VINTAGE CHRISTMAS,53.410000000000004,1223144.270000006,97.06898695818154,97.06898695818154
CHERRY BLOSSOM TABLE CLOCK ,53.349999999999994,1223197.6200000062,97.07322082542127,97.07322082542127
FLOWERS  STICKERS,53.31,1223250.9300000062,97.07745151825259,97.07745151825259
CERAMIC LOVE HEART MONEY BANK,53.25,1223304.1800000062,97.08167744947124,97.08167744947124
WOVEN BERRIES CUSHION COVER ,53.25,1223357.4300000062,97.08590338068991,97.08590338068991
FIRST CLASS HOLIDAY PURSE ,53.21,1223410.6400000062,97.09012613750015,97.09012613750015
MONEY BOX FIRST ADE DESIGN,53.18,1223463.8200000061,97.09434651350406,97.09434651350406
LION SOCK PUPPET,53.1,1223570.0200000063,97.1027745678782,97.09856054069112
DAIRY MAID CERAMIC TOASTRACK,53.1,1223516.9200000062,97.09856054069112,97.1027745678782
RETRO PLASTIC POLKA TRAY,52.92,1223622.9400000062,97.10697431022733,97.10697431022733
CANDY SPOT BREAD BASKETS,52.9,1223675.8400000061,97.11117246537225,97.11117246537225
SMALL PINK GLASS SUNDAE DISH,52.8,1223728.6400000062,97.1153626844961,97.1153626844961
SMALL PINK PEONY FOLDING STOOL,52.8,1223781.4400000062,97.11955290361998,97.11955290361998
WRAP RED APPLES ,52.76,1223834.2000000062,97.12373994833541,97.12373994833541
MIRRORED WALL ART STARS,52.650000000000006,1223886.8500000061,97.12791826342766,97.12791826342766
LUNCHBAG SUKI  DESIGN ,52.599999999999994,1223939.4500000062,97.13209261050939,97.13209261050939
PACK 3 IRON ON DOG PATCHES,52.5,1224044.4500000062,97.14042543263069,97.13625902157004
CANDY SPOT HAND BAG,52.5,1224306.9500000062,97.16125748793397,97.14042543263069
"BATHROOM SCALES, TROPICAL BEACH",52.5,1224201.9500000062,97.15292466581266,97.14459184369136
BLUE SHELL+SILVER NECKLACE,52.5,1224149.4500000062,97.14875825475201,97.14875825475201
GREEN WIRE STANDING CANDLE HOLDER,52.5,1224359.4500000062,97.16542389899463,97.15292466581266
MURANO STYLE GLASS BRACELET BLACK,52.5,1224096.9500000062,97.14459184369136,97.15709107687331
WIRE FLOWER T-LIGHT HOLDER,52.5,1224254.4500000062,97.15709107687331,97.16125748793397
MIRRORED DOVE WALL DECORATION,52.5,1223991.9500000062,97.13625902157004,97.16542389899463
RETRO SPOT PARTY BAG + STICKER SET,52.4,1224411.8500000061,97.1695823740342,97.1695823740342
GREEN POLKADOT BOWL,52.31,1224464.1600000062,97.17373370665483,97.17373370665483
STRAWBERRY CANDY BAG,52.27,1224516.4300000062,97.17788186486703,97.17788186486703
CHRISTMAS TREE T-LIGHT HOLDER,52.199999999999996,1224620.8300000061,97.18616707086193,97.18202446786448
WHITE HONEYCOMB PAPER GARLAND ,52.199999999999996,1224568.6300000062,97.18202446786448,97.18616707086193
PARTY INVITES SPACEMAN,52.1,1224672.9300000062,97.19030173783833,97.19030173783833
MIRRORED WALL ART FOXY,52.05,1224724.9800000063,97.19443243680416,97.19443243680416
PINK KASHMIRI BOXED MIRROR,52.0,1224776.9800000063,97.19855916775948,97.19855916775948
WOVEN FROST CUSHION COVER,52.0,1224828.9800000063,97.2026858987148,97.2026858987148
PINK ROSE PICNIC RUG,51.9,1224880.8800000062,97.20680469364905,97.20680469364905
HOLLY TOP CHRISTMAS STOCKING,51.839999999999996,1224932.7200000063,97.21091872697065,97.21091872697065
VINTAGE BEAD PINK SHADE ,51.75,1224984.4700000063,97.2150256178733,97.2150256178733
VINTAGE DOG FOOD CONTAINER,51.66,1225036.1300000062,97.21912536635699,97.21912536635699
CHINESE DRAGON PAPER LANTERNS,51.55,1225087.6800000062,97.2232163852175,97.2232163852175
DECORATIVE FLORE BATHROOM BOTTLE,51.25,1225138.9300000062,97.2272835960148,97.2272835960148
WHITE CHRISTMAS STAR DECORATION,51.18,1225190.1100000062,97.23134525159736,97.23134525159736
LARGE PINK GLASS SUNDAE DISH,51.0,1225445.1100000062,97.25158210532054,97.23539262234199
ALPHABET HEARTS STICKER SHEET,51.0,1225241.1100000062,97.23539262234199,97.23943999308662
ENGLISH ROSE SCENTED HANGING FLOWER,51.0,1225292.1100000062,97.23943999308662,97.24348736383126
CRYSTAL DIAMANTE EXPANDABLE RING,51.0,1225394.1100000062,97.2475347345759,97.2475347345759
PINK BUTTERFLY HANDBAG W BOBBLES,51.0,1225343.1100000062,97.24348736383126,97.25158210532054
TEATIME FUNKY FLOWER BACKPACK FOR 2,50.849999999999994,1225495.9600000062,97.25561757203357,97.25561757203357
CREAM SWEETHEART DOUBLE SHELF,50.849999999999994,1225546.8100000063,97.25965303874662,97.25965303874662
LARGE STRIPES CHOCOLATE GIFT BAG,50.84,1225597.6500000064,97.26368771185754,97.26368771185754
FELT FARM ANIMAL RABBIT,50.68,1225648.3300000064,97.26770968733476,97.26770968733476
FRENCH FLORAL CUSHION COVER ,50.650000000000006,1225698.9800000063,97.27172928200565,97.27172928200565
STARS GIFT TAPE ,50.6,1225749.5800000064,97.27574490866603,97.27574490866603
BLUE  SPOTTY PUDDING BOWL,50.53,1225800.1100000064,97.27975498011165,97.27975498011165
GOLD STANDING GNOME,50.5,1225850.6100000064,97.28376267075095,97.28376267075095
ANGEL DECORATION STARS ON DRESS,50.4,1225951.4100000062,97.29176217998739,97.28776242536917
RAIN PONCHO RETROSPOT,50.4,1225901.0100000063,97.28776242536917,97.29176217998739
STRIPY DESIGN SHOWER CAP,50.4,1226001.810000006,97.29576193460561,97.29576193460561
COFFEE SCENT PILLAR CANDLE,50.349999999999994,1226052.1600000062,97.29975772121331,97.29975772121331
RED SPOTTY PUDDING BOWL,50.18,1226102.3400000061,97.30374001658518,97.30374001658518
"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",50.150000000000006,1226202.640000006,97.31169984571628,97.30771993115073
3 TRADITIONAl BISCUIT CUTTERS  SET,50.150000000000006,1226152.490000006,97.30771993115073,97.31169984571628
BUNNY WOODEN PAINTED WITH FLOWER ,50.15,1226302.9400000058,97.31965967484739,97.31567976028184
KNITTED MUG COSY IVORY COLOUR ,50.15,1226252.7900000059,97.31567976028184,97.31965967484739
SET/4 BADGES CUTE CREATURES,50.0,1226352.9400000058,97.32362768538134,97.32362768538134
ASSORTED SANSKRIT MINI NOTEBOOK,49.81,1226402.7500000058,97.32758061747528,97.32758061747528
BEADED CRYSTAL HEART BLUE SMALL,49.81,1226452.5600000059,97.3315335495692,97.3315335495692
DECORATION  BUTTERFLY  MAGIC GARDEN,49.5,1226502.0600000059,97.33546187999782,97.33546187999782
TURQUOISE CRYSTAL+GLASS BRACELET,49.5,1226551.5600000059,97.33939021042644,97.33939021042644
MULTICOLOUR HONEYCOMB FAN,49.3,1226600.860000006,97.34330266881292,97.34330266881292
HANGING BUTTERFLY  EGG,49.04,1226649.900000006,97.34719449354463,97.34719449354463
RING OF ROSES BIRTHDAY CARD,48.96,1226698.860000006,97.35107996945949,97.35107996945949
"BREAD BIN, DINER STYLE, PINK",48.849999999999994,1226747.710000006,97.35495671575116,97.35495671575116
RED ORGANIC CANDLE IN GLASS,48.8,1226796.510000006,97.35882949403232,97.35882949403232
PINK ROUND COMPACT MIRROR,48.75,1227089.010000006,97.38204235565597,97.36269830430292
CURIOUS  IMAGES NOTEBOOK SET,48.75,1226845.260000006,97.36269830430292,97.36656711457353
CREAM AND PINK FLOWERS PONY ,48.75,1226991.510000006,97.37430473511475,97.37043592484413
GREEN GEISHA GIRL ,48.75,1226942.760000006,97.37043592484413,97.37430473511475
ROMANTIC IMAGES NOTEBOOK SET,48.75,1226894.010000006,97.36656711457353,97.37817354538535
BLACK MEDIUM GLASS CAKE STAND,48.75,1227040.260000006,97.37817354538535,97.38204235565597
FLOWER FAIRY INCENSE BOUQUET,48.669999999999995,1227137.680000006,97.3859048171097,97.3859048171097
SET/4 BADGES WOODLAND ANIMAL,48.56,1227186.240000006,97.38975854894029,97.38975854894029
PINK FELT EASTER RABBIT GARLAND,48.449999999999996,1227234.690000006,97.39360355114769,97.39360355114769
GOLD MINI TAPE MEASURE ,48.28,1227282.970000006,97.39743506211929,97.39743506211929
PINK STRING CURTAIN WITH POLE,48.25,1227331.220000006,97.40126419228456,97.40126419228456
SMALL MEDINA STAMPED METAL BOWL ,48.24,1227379.460000006,97.40509252884772,97.40509252884772
CHRISTMAS DECOUPAGE CANDLE,48.06,1227427.520000006,97.40890658057295,97.40890658057295
SET OF 4 DOTTY PLACEMATS ,47.95,1227475.470000006,97.41271190267501,97.41271190267501
4 PINK FLOCK CHRISTMAS BALLS,47.9,1227523.370000006,97.41651325676654,97.41651325676654
DANISH ROSE DECORATIVE PLATE,47.89,1227571.2600000058,97.42031381725596,97.42031381725596
CHILDRENS APRON APPLE DESIGN,47.85,1227619.110000006,97.42411120333696,97.42411120333696
VIP HOLIDAY PURSE,47.71,1227666.820000006,97.42789747898846,97.42789747898846
"FLOWER GLASS GARLAND NECKL.36""BLUE",47.7,1227809.9200000057,97.43925392513664,97.43168296103785
"FLOWER GLASS GARLD NECKL36""AMETHYST",47.7,1227762.2200000058,97.43546844308723,97.43546844308723
RIO PINK STRIPE HAMMOCK,47.7,1227857.6200000057,97.44303940718602,97.43925392513664
GREEN WIRE GOBLET CANDLEHOLDER,47.7,1227714.5200000058,97.43168296103785,97.44303940718602
FELT TOADSTOOL  SMALL,47.6,1228000.420000006,97.45437204527103,97.44681695321435
HAND TOWEL PINK FLOWER AND DAISY,47.6,1227952.820000006,97.4505944992427,97.4505944992427
RASPBERRY ANT COPPER FLOWER NECKLAC,47.6,1227905.2200000058,97.44681695321435,97.45437204527103
PINK BAROQUE FLOCK CANDLE HOLDER,47.6,1228095.6200000062,97.46192713732769,97.45814959129936
FIRE POLISHED GLASS NECKL GREEN,47.6,1228048.020000006,97.45814959129936,97.46192713732769
PINK GINGHAM ROSE CUSHION COVER,47.6,1228143.2200000063,97.46570468335602,97.46570468335602
DINOSAUR BIRTHDAY CARD,47.58,1228190.8000000063,97.46948064218014,97.46948064218014
RETRO SPOT CANDLE  MEDIUM,47.550000000000004,1228238.3500000064,97.47325422019794,97.47325422019794
VINTAGE BEAD COSMETIC BAG ,47.5,1228333.3500000064,97.48079344021247,97.4770238302052
SPACE OWL,47.5,1228285.8500000064,97.4770238302052,97.48079344021247
FELT FARM ANIMAL WHITE BUNNY ,47.47,1228380.8200000064,97.4845606694134,97.4845606694134
HANGING SPRING FLOWER EGG LARGE,47.339999999999996,1228475.5000000065,97.49207449416052,97.48831758178696
PACK OF 12 PINK SPOT TISSUES ,47.339999999999996,1228428.1600000064,97.48831758178696,97.49207449416052
GREEN POLKADOT PLATE ,47.32,1228522.8200000066,97.49582981932986,97.49582981932986
ECONOMY HOLIDAY PURSE,47.31,1228570.1300000066,97.4995843508971,97.4995843508971
BLACK VINT ART DEC CRYSTAL BRACELET,47.25,1228617.3800000066,97.50333412085168,97.50333412085168
WHITE BROCANTE SOAP DISH,47.2,1228711.7800000065,97.51082572473977,97.50707992279574
"FOLK ART GREETING CARD,pack/12",47.2,1228664.5800000066,97.50707992279574,97.51082572473977
TEXRIO TOMATOES CANDLE+CUP,47.12,1228758.9000000067,97.514565177867,97.514565177867
3D STICKERS VINTAGE CHRISTMAS,47.12,1228806.0200000068,97.51830463099421,97.51830463099421
2 PICTURE BOOK EGGS EASTER BUNNY,46.95,1228852.9700000067,97.52203059288559,97.52203059288559
PIN CUSHION BABUSHKA BLUE,46.9,1228899.8700000066,97.52575258676643,97.52575258676643
YELLOW VW BEETLE CERAMIC MONEY BOX,46.800000000000004,1228993.4700000067,97.53318070248599,97.52946664462621
SET OF 2 TEA TOWELS PING MICROWAVE,46.800000000000004,1228946.6700000067,97.52946664462621,97.53318070248599
12 PENCILS TALL TUBE POSY,46.73,1229040.2000000067,97.53688920513103,97.53688920513103
STAR DECORATION PAINTED ZINC ,46.7,1229086.9000000067,97.54059532696975,97.54059532696975
RED RETROSPOT WRAP ,46.559999999999995,1229133.4600000067,97.54429033837899,97.54429033837899
CANDY STRIPE ROSE QUILT,45.95,1229179.4100000067,97.54793694005967,97.54793694005967
RATTLE SNAKE EGGS,45.95,1229225.3600000066,97.55158354174038,97.55158354174038
CUBIC MUG PINK POLKA DOT,45.9,1229271.2600000065,97.55522617541055,97.55522617541055
BLUE CIRCLES DESIGN TEDDY,45.9,1229317.1600000064,97.5588688090807,97.5588688090807
PENS ASSORTED FUNNY FACE,45.769999999999996,1229362.9300000065,97.56250112592349,97.56250112592349
LARGE TRIFLE DESIGN L BLUE BOWL,45.75,1229408.6800000065,97.56613185556206,97.56613185556206
WHITE CHRISTMAS HEART DECORATION,45.72,1229454.4000000064,97.56976020439431,97.56976020439431
"BISCUIT TIN, RED,IVORY, VINTAGE",45.65,1229500.0500000063,97.57338299801181,97.57338299801181
"WRAP,SUKI AND FRIENDS",45.46,1229545.5100000063,97.57699071318928,97.57699071318928
SKULLS WRAP,45.199999999999996,1229590.7100000062,97.58057779471197,97.58057779471197
ENGLISH ROSE SCISSORS,45.15,1229635.8600000062,97.58416090822412,97.58416090822412
WHITE GRAND BAROQUE PHOTO FRAME,45.0,1229815.8600000062,97.59844574614638,97.58773211770469
MILK PAN BLUE POLKADOT,45.0,1229725.8600000062,97.59130332718526,97.59130332718526
"LETTER ""K"" BLING KEY RING",45.0,1229680.8600000062,97.58773211770469,97.59487453666581
FLOWER BURST SILVER RING MIDN'T BLU,45.0,1229770.8600000062,97.59487453666581,97.59844574614638
SET/2 BLUE  NOODLE BASKETS,44.85,1229860.7100000062,97.60200505159534,97.60200505159534
MEDINA STAMPED METAL TRAY ,44.849999999999994,1229905.5600000063,97.6055643570443,97.6055643570443
3D STICKERS TRADITIONAL CHRISTMAS ,44.62,1229950.1800000065,97.60910540964483,97.60910540964483
CONCH SHELL,44.57,1229994.7500000065,97.61264249423479,97.61264249423479
5 STRAND GLASS NECKLACE BLACK,44.449999999999996,1230083.6500000064,97.61969761696416,97.61617005559948
5 STRAND GLASS NECKLACE AMBER,44.449999999999996,1230039.2000000065,97.61617005559948,97.61969761696416
SET/12 TAPER CANDLES,44.42,1230128.0700000064,97.62322279752253,97.62322279752253
HEART DECORATION RUSTIC HANGING ,44.32,1230172.3900000064,97.62674004205984,97.62674004205984
PACK/12 DECOUPAGE CARD,44.25,1230260.8900000064,97.63376342070494,97.63025173138237
PINK/PURPLE RETRO RADIO,44.25,1230349.3900000064,97.64078679935004,97.63376342070494
VINTAGE NOTEBOOK PINK FLOWER,44.25,1230305.1400000064,97.63727511002749,97.63727511002749
AMETHYST HOOP EARRING FLORAL LEAF,44.25,1230216.6400000064,97.63025173138237,97.64078679935004
LEOPARD PRINT HOT WATER BOTTLE,44.2,1230393.5900000064,97.64429452066206,97.64429452066206
BLACK PILLAR CANDLE SILVER FLOCK,44.2,1230437.7900000063,97.64780224197406,97.64780224197406
PAPERWEIGHT VINTAGE PAISLEY,44.199999999999996,1230481.9900000063,97.65130996328608,97.65130996328608
HYACINTH BULB T-LIGHT CANDLES,44.16,1230526.1500000062,97.65481451018967,97.65481451018967
GLASS CHICKEN BUTTER DISH,44.15,1230570.300000006,97.65831826349114,97.65831826349114
PACK OF 12 BLUE PAISLEY TISSUES ,44.059999999999995,1230614.3600000062,97.66181487437366,97.66181487437366
SET OF MEADOW  FLOWER STICKERS,43.89,1230658.250000006,97.66529799402038,97.66529799402038
CANDY SPOT CUSHION COVER,43.85,1230702.1000000061,97.66877793925866,97.66877793925866
SET OF 6 T-LIGHTS CACTI ,43.85,1230745.9500000062,97.67225788449694,97.67225788449694
S/4 BLACK MINI ROSE CANDLE IN BOWL,43.769999999999996,1230789.7200000063,97.67573148091837,97.67573148091837
"FRENCH BLUE METAL DOOR SIGN, No",43.75,1230877.2200000063,97.6826754993528,97.67920349013558
DAISY FOLKART HEART DECORATION,43.75,1230833.4700000063,97.67920349013558,97.6826754993528
MIRROR MOSAIC T-LIGHT HOLDER ,43.75,1230920.9700000063,97.68614750857,97.68614750857
PINK  HONEYCOMB PAPER FAN,43.690000000000005,1230964.6600000062,97.68961475617456,97.68961475617456
SKULLS AND CROSSBONES WRAP,43.519999999999996,1231008.1800000062,97.69306851254333,97.69306851254333
CRAZY DAISY HEART DECORATION,43.45,1231051.6300000062,97.69651671369733,97.69651671369733
VINTAGE CARAVAN GIFT WRAP,43.44,1231095.0700000061,97.69996412124924,97.69996412124924
BLUE  TILE HOOK,43.349999999999994,1231138.4200000062,97.70340438638219,97.70340438638219
BEACH HUT PHOTO FRAME,43.349999999999994,1231181.7700000063,97.70684465151514,97.70684465151514
ENVELOPE 50 ROMANTIC IMAGES,43.339999999999996,1231225.1100000064,97.71028412304597,97.71028412304597
POSY CANDY BAG,43.3,1231268.4100000064,97.71372042016839,97.71372042016839
CANDY SPOT EGG WARMER HARE,43.23,1231311.6400000064,97.71715116207605,97.71715116207605
RED FLOCK LOVE HEART PHOTO FRAME,43.22,1231354.8600000064,97.72058111038159,97.72058111038159
FLUTED ANTIQUE CANDLE HOLDER,43.22,1231398.0800000064,97.72401105868714,97.72401105868714
BUDDHA INCENSE HOLDER ASSORTED,43.21,1231441.2900000063,97.72744021339058,97.72744021339058
BUNNY DECORATION MAGIC GARDEN,43.19,1231484.4800000063,97.73086778088981,97.73086778088981
SET/4 DAISY MIRROR MAGNETS,43.14,1231527.6200000062,97.73429138037851,97.73429138037851
CARD BIRTHDAY COWBOY,43.14,1231570.760000006,97.73771497986718,97.73771497986718
OVEN MITT APPLE DESIGN,43.1,1231613.8600000062,97.74113540494747,97.74113540494747
ASSORTED COLOUR SILK COIN PURSE,43.09,1231656.9500000062,97.74455503642564,97.74455503642564
ROSE SCENT CANDLES IN GLASS,43.089999999999996,1231700.0400000063,97.7479746679038,97.7479746679038
CANDY SPOT BUNNY,43.050000000000004,1231743.0900000064,97.75139112497355,97.75139112497355
"PEARL & SHELL 42""NECKL. IVORY",43.0,1231786.0900000064,97.75480361403275,97.75480361403275
SET/6 EAU DE NIL BIRD T-LIGHTS,42.85,1231828.9400000065,97.75820419906036,97.75820419906036
"SMALL POP BOX,FUNKY MONKEY",42.75,1231871.6900000065,97.76159684806689,97.76159684806689
BLACK CHAMPAGNE GLASS,42.699999999999996,1231914.3900000064,97.76498552906288,97.76498552906288
YELLOW EASTER EGG HUNT START POST,42.6,1231999.5900000066,97.77174701901276,97.76836627403783
BLUE DELPHINIUM ARTIFICIAL FLOWER,42.6,1231956.9900000065,97.76836627403783,97.77174701901276
PINK 5 PATCH FLOWER CUSHION COVER ,42.55,1232042.1400000066,97.77512379597717,97.77512379597717
S/6 PAPER BOXES ROMANTIC IMAGES,42.5,1232297.1400000066,97.79536064970034,97.77849660493104
GLASS BEAD HOOP NECKLACE BLACK,42.5,1232254.6400000066,97.79198784074649,97.78186941388489
SILVER/NATURAL SHELL NECKLACE,42.5,1232509.6400000066,97.81222469446966,97.78524222283875
NEW BAROQUE B'FLY NECKLACE RED,42.5,1232084.6400000066,97.77849660493104,97.78861503179263
PINK CROCHET CAT WITH SCARF,42.5,1232382.1400000066,97.80210626760808,97.79198784074649
ROMANTIC IMAGES GIFT WRAP SET,42.5,1232467.1400000066,97.80885188551581,97.79536064970034
S/6 PAPER BOXES BLOSSOM IMAGES ,42.5,1232424.6400000066,97.80547907656194,97.79873345865421
BLUE DRAWER KNOB ACRYLIC EDWARDIAN,42.5,1232339.6400000066,97.79873345865421,97.80210626760808
VINTAGE ROSE BEAD BRACELET BLUE,42.5,1232594.6400000066,97.8189703123774,97.80547907656194
GREEN MURANO TWIST BRACELET,42.5,1232552.1400000066,97.81559750342352,97.80885188551581
NEW BAROQUE LARGE NECKLACE BLK/WHIT,42.5,1232127.1400000066,97.78186941388489,97.81222469446966
SILVER/M.O.P PENDANT ORBIT NECKLACE,42.5,1232169.6400000066,97.78524222283875,97.81559750342352
GLASS BEAD HOOP NECKLACE AMETHYST,42.5,1232212.1400000066,97.78861503179263,97.8189703123774
SCALLOP SHELL SOAP DISH,42.36,1232637.0000000068,97.82233201090177,97.82233201090177
SWISS CHALET TREE DECORATION ,42.35,1232679.3500000068,97.82569291582404,97.82569291582404
12 PENCILS SMALL TUBE POSY,42.25,1232721.6000000068,97.82904588472523,97.82904588472523
SET/6 SILVER REINDEER T-LIGHTS,42.25,1232763.8500000068,97.83239885362643,97.83239885362643
YELLOW RED FLOWER PIGGY BANK,42.150000000000006,1232806.0000000068,97.83574388650655,97.83574388650655
3D STICKERS CHRISTMAS STAMPS,42.12,1232848.1200000069,97.83908653858036,97.83908653858036
ENVELOPE 50 CURIOUS IMAGES,42.06,1232890.180000007,97.84242442904153,97.84242442904153
CARD I LOVE LONDON ,42.0,1232974.180000007,97.84909068673858,97.84575755789004
CHERRY BLOSSOM PASSPORT COVER,42.0,1232932.180000007,97.84575755789004,97.84909068673858
SEAGRASS S/2 CORNER LAUNDRY ,41.9,1233016.0800000068,97.85241587956602,97.85241587956602
RETRO PLASTIC DAISY TRAY,41.82,1233057.900000007,97.85573472357663,97.85573472357663
GOLD JEWELERY BOX,41.8,1233099.700000007,97.85905198038301,97.85905198038301
